"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
31108,7,22,2000,2,"PP","M","23","15","Chaetodipus","penicillatus","Rodent","Control"
31204,8,25,2000,2,"PP","F","21","14","Chaetodipus","penicillatus","Rodent","Control"
31207,8,25,2000,2,"PP","M","23","17","Chaetodipus","penicillatus","Rodent","Control"
31208,8,25,2000,2,"PP","M","22","15","Chaetodipus","penicillatus","Rodent","Control"
31209,8,25,2000,2,"PP","F","22","15","Chaetodipus","penicillatus","Rodent","Control"
31211,8,25,2000,2,"PP","M","23","19","Chaetodipus","penicillatus","Rodent","Control"
31214,8,25,2000,2,"PP","M","23","17","Chaetodipus","penicillatus","Rodent","Control"
31387,9,30,2000,2,"PP","M","22","15","Chaetodipus","penicillatus","Rodent","Control"
31389,9,30,2000,2,"PP","M","22","17","Chaetodipus","penicillatus","Rodent","Control"
31944,4,21,2001,2,"PP","F","22","21","Chaetodipus","penicillatus","Rodent","Control"
31947,4,21,2001,2,"PP","M","22","24","Chaetodipus","penicillatus","Rodent","Control"
32162,6,25,2001,2,"PP","M","22","22","Chaetodipus","penicillatus","Rodent","Control"
32163,6,25,2001,2,"PP","M","23","16","Chaetodipus","penicillatus","Rodent","Control"
32164,6,25,2001,2,"PP","M","22","17","Chaetodipus","penicillatus","Rodent","Control"
32378,8,25,2001,2,"PP","M","23","19","Chaetodipus","penicillatus","Rodent","Control"
32379,8,25,2001,2,"PP","F","22","17","Chaetodipus","penicillatus","Rodent","Control"
32381,8,25,2001,2,"PP","M","22","","Chaetodipus","penicillatus","Rodent","Control"
32387,8,25,2001,2,"PP","M","22","18","Chaetodipus","penicillatus","Rodent","Control"
32388,8,25,2001,2,"PP","M","23","","Chaetodipus","penicillatus","Rodent","Control"
32599,9,22,2001,2,"PP","M","22","20","Chaetodipus","penicillatus","Rodent","Control"
32606,9,22,2001,2,"PP","M","24","19","Chaetodipus","penicillatus","Rodent","Control"
32608,9,22,2001,2,"PP","M","22","18","Chaetodipus","penicillatus","Rodent","Control"
32609,9,22,2001,2,"PP","M","23","17","Chaetodipus","penicillatus","Rodent","Control"
32819,10,13,2001,2,"PP","M","23","19","Chaetodipus","penicillatus","Rodent","Control"
32824,10,13,2001,2,"PP","M","23","19","Chaetodipus","penicillatus","Rodent","Control"
32830,10,13,2001,2,"PP","M","21","16","Chaetodipus","penicillatus","Rodent","Control"
33034,11,17,2001,2,"PP","M","21","16","Chaetodipus","penicillatus","Rodent","Control"
33226,12,15,2001,2,"PP","M","21","17","Chaetodipus","penicillatus","Rodent","Control"
33412,2,9,2002,2,"PP","M","22","17","Chaetodipus","penicillatus","Rodent","Control"
33578,3,13,2002,2,"PP","M","22","20","Chaetodipus","penicillatus","Rodent","Control"
33584,3,13,2002,2,"PP","M","23","23","Chaetodipus","penicillatus","Rodent","Control"
33843,4,17,2002,2,"PP","F","22","14","Chaetodipus","penicillatus","Rodent","Control"
33845,4,17,2002,2,"PP","M","23","22","Chaetodipus","penicillatus","Rodent","Control"
33846,4,17,2002,2,"PP","F","21","17","Chaetodipus","penicillatus","Rodent","Control"
33957,5,15,2002,2,"PP","M","23","22","Chaetodipus","penicillatus","Rodent","Control"
33959,5,15,2002,2,"PP","F","22","20","Chaetodipus","penicillatus","Rodent","Control"
33965,5,15,2002,2,"PP","F","22","18","Chaetodipus","penicillatus","Rodent","Control"
34193,6,15,2002,2,"PP","F","20","9","Chaetodipus","penicillatus","Rodent","Control"
34197,6,15,2002,2,"PP","M","23","22","Chaetodipus","penicillatus","Rodent","Control"
34423,7,13,2002,2,"PP","M","23","22","Chaetodipus","penicillatus","Rodent","Control"
34425,7,13,2002,2,"PP","F","20","12","Chaetodipus","penicillatus","Rodent","Control"
34430,7,13,2002,2,"PP","F","19","13","Chaetodipus","penicillatus","Rodent","Control"
34432,7,13,2002,2,"PP","F","21","18","Chaetodipus","penicillatus","Rodent","Control"
34433,7,13,2002,2,"PP","F","20","13","Chaetodipus","penicillatus","Rodent","Control"
34434,7,13,2002,2,"PP","M","22","15","Chaetodipus","penicillatus","Rodent","Control"
34673,9,8,2002,2,"PP","","","","Chaetodipus","penicillatus","Rodent","Control"
34773,10,5,2002,2,"PP","F","22","16","Chaetodipus","penicillatus","Rodent","Control"
34774,10,5,2002,2,"PP","F","20","18","Chaetodipus","penicillatus","Rodent","Control"
34781,10,5,2002,2,"PP","F","22","","Chaetodipus","penicillatus","Rodent","Control"
34984,11,9,2002,2,"PP","M","22","14","Chaetodipus","penicillatus","Rodent","Control"
34988,11,9,2002,2,"PP","F","23","15","Chaetodipus","penicillatus","Rodent","Control"
35202,12,7,2002,2,"PP","M","21","14","Chaetodipus","penicillatus","Rodent","Control"
35401,12,29,2002,2,"PP","M","21","14","Chaetodipus","penicillatus","Rodent","Control"
35408,12,29,2002,2,"PP","M","21","13","Chaetodipus","penicillatus","Rodent","Control"
16298,7,4,1989,2,"SH","M","","82","Sigmodon","hispidus","Rodent","Control"
16513,10,7,1989,2,"SH","F","32","140","Sigmodon","hispidus","Rodent","Control"
16699,11,5,1989,2,"SH","M","27","42","Sigmodon","hispidus","Rodent","Control"
17327,3,30,1990,2,"SH","M","30","69","Sigmodon","hispidus","Rodent","Control"
26608,7,29,1997,2,"SH","F","30","80","Sigmodon","hispidus","Rodent","Control"
26640,7,29,1997,2,"SH","F","26","43","Sigmodon","hispidus","Rodent","Control"
30738,6,3,2000,2,"SH","M","28","48","Sigmodon","hispidus","Rodent","Control"
31111,7,22,2000,2,"SH","","","130","Sigmodon","hispidus","Rodent","Control"
32044,5,26,2001,2,"SH","M","30","79","Sigmodon","hispidus","Rodent","Control"
32165,6,25,2001,2,"SH","M","","92","Sigmodon","hispidus","Rodent","Control"
32816,10,13,2001,2,"SH","F","28","101","Sigmodon","hispidus","Rodent","Control"
33029,11,17,2001,2,"SH","M","28","65","Sigmodon","hispidus","Rodent","Control"
33413,2,9,2002,2,"SH","F","30","57","Sigmodon","hispidus","Rodent","Control"
33839,4,17,2002,2,"SH","M","30","79","Sigmodon","hispidus","Rodent","Control"
34990,11,9,2002,2,"SH","M","31","","Sigmodon","hispidus","Rodent","Control"
355,11,12,1977,2,"OT","","","","Onychomys","torridus","Rodent","Control"
431,12,10,1977,2,"OT","","","","Onychomys","torridus","Rodent","Control"
446,12,10,1977,2,"OT","","","","Onychomys","torridus","Rodent","Control"
452,12,10,1977,2,"OT","","","","Onychomys","torridus","Rodent","Control"
534,1,8,1978,2,"OT","","","","Onychomys","torridus","Rodent","Control"
598,2,18,1978,2,"OT","F","","24","Onychomys","torridus","Rodent","Control"
603,2,18,1978,2,"OT","M","","25","Onychomys","torridus","Rodent","Control"
663,3,11,1978,2,"OT","M","18","25","Onychomys","torridus","Rodent","Control"
670,3,11,1978,2,"OT","F","20","25","Onychomys","torridus","Rodent","Control"
732,4,8,1978,2,"OT","","19","","Onychomys","torridus","Rodent","Control"
918,5,19,1978,2,"OT","F","21","30","Onychomys","torridus","Rodent","Control"
1472,11,5,1978,2,"OT","F","20","23","Onychomys","torridus","Rodent","Control"
1541,12,3,1978,2,"OT","M","21","","Onychomys","torridus","Rodent","Control"
1584,1,29,1979,2,"OT","M","","30","Onychomys","torridus","Rodent","Control"
1594,1,29,1979,2,"OT","M","","26","Onychomys","torridus","Rodent","Control"
1924,7,25,1979,2,"OT","F","19","25","Onychomys","torridus","Rodent","Control"
2003,8,23,1979,2,"OT","F","21","27","Onychomys","torridus","Rodent","Control"
2011,8,23,1979,2,"OT","M","21","20","Onychomys","torridus","Rodent","Control"
2050,9,23,1979,2,"OT","F","20","23","Onychomys","torridus","Rodent","Control"
2054,9,23,1979,2,"OT","F","20","29","Onychomys","torridus","Rodent","Control"
2392,1,16,1980,2,"OT","F","19","20","Onychomys","torridus","Rodent","Control"
3232,8,14,1980,2,"OT","M","21","30","Onychomys","torridus","Rodent","Control"
3311,9,8,1980,2,"OT","F","20","21","Onychomys","torridus","Rodent","Control"
3528,11,9,1980,2,"OT","F","20","21","Onychomys","torridus","Rodent","Control"
3587,12,15,1980,2,"OT","F","19","21","Onychomys","torridus","Rodent","Control"
3740,1,12,1981,2,"OT","M","20","27","Onychomys","torridus","Rodent","Control"
4315,4,6,1981,2,"OT","F","","25","Onychomys","torridus","Rodent","Control"
4956,10,26,1981,2,"OT","M","22","22","Onychomys","torridus","Rodent","Control"
4958,10,26,1981,2,"OT","F","21","22","Onychomys","torridus","Rodent","Control"
5018,11,23,1981,2,"OT","M","21","23","Onychomys","torridus","Rodent","Control"
5020,11,23,1981,2,"OT","F","20","22","Onychomys","torridus","Rodent","Control"
5305,1,25,1982,2,"OT","M","19","24","Onychomys","torridus","Rodent","Control"
6162,7,25,1982,2,"OT","F","","27","Onychomys","torridus","Rodent","Control"
6562,9,18,1982,2,"OT","M","20","28","Onychomys","torridus","Rodent","Control"
6809,10,24,1982,2,"OT","M","21","27","Onychomys","torridus","Rodent","Control"
6928,10,24,1982,2,"OT","M","21","28","Onychomys","torridus","Rodent","Control"
7058,11,22,1982,2,"OT","M","21","27","Onychomys","torridus","Rodent","Control"
7270,1,13,1983,2,"OT","M","21","26","Onychomys","torridus","Rodent","Control"
8127,7,17,1983,2,"OT","F","22","29","Onychomys","torridus","Rodent","Control"
8148,7,17,1983,2,"OT","F","19","27","Onychomys","torridus","Rodent","Control"
8372,9,11,1983,2,"OT","F","18","24","Onychomys","torridus","Rodent","Control"
8490,10,16,1983,2,"OT","F","19","26","Onychomys","torridus","Rodent","Control"
8506,10,16,1983,2,"OT","M","20","24","Onychomys","torridus","Rodent","Control"
8650,11,13,1983,2,"OT","M","19","24","Onychomys","torridus","Rodent","Control"
8670,11,13,1983,2,"OT","F","19","25","Onychomys","torridus","Rodent","Control"
9544,9,29,1984,2,"OT","","","","Onychomys","torridus","Rodent","Control"
9789,12,31,1984,2,"OT","M","20","21","Onychomys","torridus","Rodent","Control"
10827,9,22,1985,2,"OT","M","21","22","Onychomys","torridus","Rodent","Control"
10946,10,13,1985,2,"OT","M","21","28","Onychomys","torridus","Rodent","Control"
10953,10,13,1985,2,"OT","F","19","20","Onychomys","torridus","Rodent","Control"
10956,10,13,1985,2,"OT","F","21","26","Onychomys","torridus","Rodent","Control"
13484,9,27,1987,2,"OT","M","20","24","Onychomys","torridus","Rodent","Control"
13607,10,25,1987,2,"OT","M","21","23","Onychomys","torridus","Rodent","Control"
13637,10,25,1987,2,"OT","F","21","24","Onychomys","torridus","Rodent","Control"
14288,3,21,1988,2,"OT","F","20","26","Onychomys","torridus","Rodent","Control"
14416,4,19,1988,2,"OT","F","20","27","Onychomys","torridus","Rodent","Control"
14521,5,15,1988,2,"OT","F","20","30","Onychomys","torridus","Rodent","Control"
14736,7,15,1988,2,"OT","F","21","38","Onychomys","torridus","Rodent","Control"
14903,9,12,1988,2,"OT","M","21","21","Onychomys","torridus","Rodent","Control"
15099,11,6,1988,2,"OT","M","21","23","Onychomys","torridus","Rodent","Control"
15134,11,6,1988,2,"OT","F","21","24","Onychomys","torridus","Rodent","Control"
15646,2,5,1989,2,"OT","M","21","24","Onychomys","torridus","Rodent","Control"
16411,7,30,1989,2,"OT","M","18","22","Onychomys","torridus","Rodent","Control"
16704,11,5,1989,2,"OT","M","22","22","Onychomys","torridus","Rodent","Control"
16708,11,5,1989,2,"OT","F","20","23","Onychomys","torridus","Rodent","Control"
16849,12,5,1989,2,"OT","M","21","22","Onychomys","torridus","Rodent","Control"
16961,1,7,1990,2,"OT","F","20","23","Onychomys","torridus","Rodent","Control"
17545,5,24,1990,2,"OT","F","20","25","Onychomys","torridus","Rodent","Control"
17918,10,16,1990,2,"OT","F","22","24","Onychomys","torridus","Rodent","Control"
17997,11,10,1990,2,"OT","M","20","22","Onychomys","torridus","Rodent","Control"
18000,11,10,1990,2,"OT","F","20","20","Onychomys","torridus","Rodent","Control"
18094,12,15,1990,2,"OT","F","21","26","Onychomys","torridus","Rodent","Control"
18117,12,15,1990,2,"OT","M","21","22","Onychomys","torridus","Rodent","Control"
18228,1,11,1991,2,"OT","M","20","22","Onychomys","torridus","Rodent","Control"
18232,1,11,1991,2,"OT","F","20","25","Onychomys","torridus","Rodent","Control"
18343,2,16,1991,2,"OT","M","21","27","Onychomys","torridus","Rodent","Control"
18347,2,16,1991,2,"OT","F","21","24","Onychomys","torridus","Rodent","Control"
18375,2,16,1991,2,"OT","M","20","24","Onychomys","torridus","Rodent","Control"
18468,3,13,1991,2,"OT","M","20","29","Onychomys","torridus","Rodent","Control"
18733,6,13,1991,2,"OT","F","15","28","Onychomys","torridus","Rodent","Control"
18839,7,12,1991,2,"OT","F","21","21","Onychomys","torridus","Rodent","Control"
18909,8,7,1991,2,"OT","F","23","31","Onychomys","torridus","Rodent","Control"
18911,8,7,1991,2,"OT","M","21","20","Onychomys","torridus","Rodent","Control"
19017,9,9,1991,2,"OT","M","22","22","Onychomys","torridus","Rodent","Control"
19019,9,9,1991,2,"OT","F","22","24","Onychomys","torridus","Rodent","Control"
19040,9,9,1991,2,"OT","F","20","18","Onychomys","torridus","Rodent","Control"
19124,10,10,1991,2,"OT","M","20","24","Onychomys","torridus","Rodent","Control"
19136,10,10,1991,2,"OT","F","21","21","Onychomys","torridus","Rodent","Control"
19223,11,13,1991,2,"OT","F","20","24","Onychomys","torridus","Rodent","Control"
19238,11,13,1991,2,"OT","M","20","25","Onychomys","torridus","Rodent","Control"
19251,11,13,1991,2,"OT","M","19","25","Onychomys","torridus","Rodent","Control"
19436,12,7,1991,2,"OT","M","20","23","Onychomys","torridus","Rodent","Control"
19439,12,7,1991,2,"OT","M","20","24","Onychomys","torridus","Rodent","Control"
19576,1,8,1992,2,"OT","M","19","22","Onychomys","torridus","Rodent","Control"
19639,2,6,1992,2,"OT","M","21","20","Onychomys","torridus","Rodent","Control"
20014,5,30,1992,2,"OT","F","21","23","Onychomys","torridus","Rodent","Control"
20020,5,30,1992,2,"OT","M","19","16","Onychomys","torridus","Rodent","Control"
20024,5,30,1992,2,"OT","M","23","30","Onychomys","torridus","Rodent","Control"
20036,5,30,1992,2,"OT","M","19","28","Onychomys","torridus","Rodent","Control"
20205,7,30,1992,2,"OT","M","22","23","Onychomys","torridus","Rodent","Control"
20462,10,18,1992,2,"OT","M","21","23","Onychomys","torridus","Rodent","Control"
20728,3,17,1993,2,"OT","M","17","26","Onychomys","torridus","Rodent","Control"
21340,2,1,1994,2,"OT","M","20","36","Onychomys","torridus","Rodent","Control"
21400,2,20,1994,2,"OT","M","20","27","Onychomys","torridus","Rodent","Control"
21492,4,10,1994,2,"OT","M","21","31","Onychomys","torridus","Rodent","Control"
21494,4,10,1994,2,"OT","F","20","30","Onychomys","torridus","Rodent","Control"
21577,5,18,1994,2,"OT","M","20","32","Onychomys","torridus","Rodent","Control"
22566,8,26,1995,2,"OT","F","23","19","Onychomys","torridus","Rodent","Control"
22719,9,23,1995,2,"OT","M","20","27","Onychomys","torridus","Rodent","Control"
23038,12,2,1995,2,"OT","F","21","23","Onychomys","torridus","Rodent","Control"
23151,12,21,1995,2,"OT","F","19","22","Onychomys","torridus","Rodent","Control"
23164,12,21,1995,2,"OT","M","20","29","Onychomys","torridus","Rodent","Control"
24176,7,20,1996,2,"OT","F","19","23","Onychomys","torridus","Rodent","Control"
24413,9,21,1996,2,"OT","F","19","31","Onychomys","torridus","Rodent","Control"
24426,9,21,1996,2,"OT","M","22","27","Onychomys","torridus","Rodent","Control"
24705,11,16,1996,2,"OT","F","22","27","Onychomys","torridus","Rodent","Control"
24806,12,18,1996,2,"OT","F","20","27","Onychomys","torridus","Rodent","Control"
24825,12,18,1996,2,"OT","M","20","23","Onychomys","torridus","Rodent","Control"
24981,2,8,1997,2,"OT","M","20","24","Onychomys","torridus","Rodent","Control"
25206,3,15,1997,2,"OT","F","21","39","Onychomys","torridus","Rodent","Control"
25233,3,15,1997,2,"OT","M","20","32","Onychomys","torridus","Rodent","Control"
25261,3,15,1997,2,"OT","M","20","27","Onychomys","torridus","Rodent","Control"
25486,4,12,1997,2,"OT","F","21","29","Onychomys","torridus","Rodent","Control"
25761,5,10,1997,2,"OT","M","21","27","Onychomys","torridus","Rodent","Control"
25839,5,10,1997,2,"OT","F","22","31","Onychomys","torridus","Rodent","Control"
25973,6,9,1997,2,"OT","M","19","18","Onychomys","torridus","Rodent","Control"
26015,6,9,1997,2,"OT","F","21","31","Onychomys","torridus","Rodent","Control"
26341,7,9,1997,2,"OT","M","20","30","Onychomys","torridus","Rodent","Control"
26507,7,9,1997,2,"OT","F","20","28","Onychomys","torridus","Rodent","Control"
26565,7,29,1997,2,"OT","M","20","18","Onychomys","torridus","Rodent","Control"
26604,7,29,1997,2,"OT","M","20","28","Onychomys","torridus","Rodent","Control"
26613,7,29,1997,2,"OT","M","20","24","Onychomys","torridus","Rodent","Control"
26808,9,27,1997,2,"OT","F","21","34","Onychomys","torridus","Rodent","Control"
26842,9,27,1997,2,"OT","M","21","26","Onychomys","torridus","Rodent","Control"
27192,11,22,1997,2,"OT","F","21","24","Onychomys","torridus","Rodent","Control"
27221,11,22,1997,2,"OT","M","21","22","Onychomys","torridus","Rodent","Control"
27323,12,28,1997,2,"OT","M","20","22","Onychomys","torridus","Rodent","Control"
27343,12,28,1997,2,"OT","F","20","26","Onychomys","torridus","Rodent","Control"
27438,1,31,1998,2,"OT","F","21","25","Onychomys","torridus","Rodent","Control"
27461,1,31,1998,2,"OT","M","21","22","Onychomys","torridus","Rodent","Control"
27727,3,29,1998,2,"OT","M","21","23","Onychomys","torridus","Rodent","Control"
27780,5,2,1998,2,"OT","M","19","29","Onychomys","torridus","Rodent","Control"
28555,9,20,1998,2,"OT","M","20","20","Onychomys","torridus","Rodent","Control"
28557,9,20,1998,2,"OT","M","20","20","Onychomys","torridus","Rodent","Control"
28656,10,24,1998,2,"OT","M","19","23","Onychomys","torridus","Rodent","Control"
28659,10,24,1998,2,"OT","M","20","27","Onychomys","torridus","Rodent","Control"
28664,10,24,1998,2,"OT","F","21","28","Onychomys","torridus","Rodent","Control"
28666,10,24,1998,2,"OT","M","20","22","Onychomys","torridus","Rodent","Control"
28803,11,21,1998,2,"OT","F","19","23","Onychomys","torridus","Rodent","Control"
28923,12,22,1998,2,"OT","F","20","23","Onychomys","torridus","Rodent","Control"
28924,12,22,1998,2,"OT","M","20","27","Onychomys","torridus","Rodent","Control"
28925,12,22,1998,2,"OT","F","21","31","Onychomys","torridus","Rodent","Control"
29030,1,16,1999,2,"OT","M","20","22","Onychomys","torridus","Rodent","Control"
29031,1,16,1999,2,"OT","M","20","26","Onychomys","torridus","Rodent","Control"
29034,1,16,1999,2,"OT","F","20","25","Onychomys","torridus","Rodent","Control"
30912,7,1,2000,2,"OT","M","20","23","Onychomys","torridus","Rodent","Control"
31213,8,25,2000,2,"OT","F","21","32","Onychomys","torridus","Rodent","Control"
31384,9,30,2000,2,"OT","M","20","25","Onychomys","torridus","Rodent","Control"
31388,9,30,2000,2,"OT","F","20","30","Onychomys","torridus","Rodent","Control"
31519,11,25,2000,2,"OT","M","20","26","Onychomys","torridus","Rodent","Control"
31521,11,25,2000,2,"OT","F","20","30","Onychomys","torridus","Rodent","Control"
31627,12,22,2000,2,"OT","M","20","25","Onychomys","torridus","Rodent","Control"
31628,12,22,2000,2,"OT","M","19","28","Onychomys","torridus","Rodent","Control"
31630,12,22,2000,2,"OT","F","20","28","Onychomys","torridus","Rodent","Control"
31715,1,21,2001,2,"OT","M","20","27","Onychomys","torridus","Rodent","Control"
32383,8,25,2001,2,"OT","M","20","25","Onychomys","torridus","Rodent","Control"
32384,8,25,2001,2,"OT","M","21","23","Onychomys","torridus","Rodent","Control"
32385,8,25,2001,2,"OT","F","21","31","Onychomys","torridus","Rodent","Control"
32389,8,25,2001,2,"OT","M","21","26","Onychomys","torridus","Rodent","Control"
32390,8,25,2001,2,"OT","F","21","23","Onychomys","torridus","Rodent","Control"
32598,9,22,2001,2,"OT","M","20","24","Onychomys","torridus","Rodent","Control"
32602,9,22,2001,2,"OT","M","20","23","Onychomys","torridus","Rodent","Control"
32818,10,13,2001,2,"OT","M","20","26","Onychomys","torridus","Rodent","Control"
32820,10,13,2001,2,"OT","M","20","21","Onychomys","torridus","Rodent","Control"
32821,10,13,2001,2,"OT","M","20","22","Onychomys","torridus","Rodent","Control"
32823,10,13,2001,2,"OT","M","20","26","Onychomys","torridus","Rodent","Control"
32829,10,13,2001,2,"OT","M","20","22","Onychomys","torridus","Rodent","Control"
33028,11,17,2001,2,"OT","M","20","21","Onychomys","torridus","Rodent","Control"
33033,11,17,2001,2,"OT","M","20","25","Onychomys","torridus","Rodent","Control"
33227,12,15,2001,2,"OT","M","20","23","Onychomys","torridus","Rodent","Control"
33229,12,15,2001,2,"OT","M","20","23","Onychomys","torridus","Rodent","Control"
33326,1,12,2002,2,"OT","F","20","26","Onychomys","torridus","Rodent","Control"
33327,1,12,2002,2,"OT","M","20","24","Onychomys","torridus","Rodent","Control"
33328,1,12,2002,2,"OT","F","21","22","Onychomys","torridus","Rodent","Control"
33332,1,12,2002,2,"OT","F","20","18","Onychomys","torridus","Rodent","Control"
33333,1,12,2002,2,"OT","M","20","25","Onychomys","torridus","Rodent","Control"
33334,1,12,2002,2,"OT","F","20","22","Onychomys","torridus","Rodent","Control"
33585,3,13,2002,2,"OT","F","20","23","Onychomys","torridus","Rodent","Control"
33838,4,17,2002,2,"OT","F","20","25","Onychomys","torridus","Rodent","Control"
33840,4,17,2002,2,"OT","M","21","29","Onychomys","torridus","Rodent","Control"
33952,5,15,2002,2,"OT","F","20","27","Onychomys","torridus","Rodent","Control"
34983,11,9,2002,2,"OT","F","21","24","Onychomys","torridus","Rodent","Control"
35204,12,7,2002,2,"OT","M","19","19","Onychomys","torridus","Rodent","Control"
35395,12,29,2002,2,"OT","M","19","23","Onychomys","torridus","Rodent","Control"
2384,1,16,1980,2,"DO","F","35","53","Dipodomys","ordii","Rodent","Control"
2458,2,25,1980,2,"DO","F","37","55","Dipodomys","ordii","Rodent","Control"
2459,2,25,1980,2,"DO","M","36","52","Dipodomys","ordii","Rodent","Control"
2562,3,9,1980,2,"DO","M","","55","Dipodomys","ordii","Rodent","Control"
2606,3,9,1980,2,"DO","M","","55","Dipodomys","ordii","Rodent","Control"
2615,3,9,1980,2,"DO","M","","","Dipodomys","ordii","Rodent","Control"
3453,11,9,1980,2,"DO","M","35","50","Dipodomys","ordii","Rodent","Control"
3455,11,9,1980,2,"DO","F","36","53","Dipodomys","ordii","Rodent","Control"
3739,1,12,1981,2,"DO","M","34","45","Dipodomys","ordii","Rodent","Control"
3797,1,12,1981,2,"DO","F","37","43","Dipodomys","ordii","Rodent","Control"
3885,2,1,1981,2,"DO","M","35","47","Dipodomys","ordii","Rodent","Control"
3902,2,1,1981,2,"DO","F","37","49","Dipodomys","ordii","Rodent","Control"
4193,4,6,1981,2,"DO","F","","46","Dipodomys","ordii","Rodent","Control"
4257,4,6,1981,2,"DO","M","","51","Dipodomys","ordii","Rodent","Control"
4287,4,6,1981,2,"DO","F","","54","Dipodomys","ordii","Rodent","Control"
4318,4,6,1981,2,"DO","M","","46","Dipodomys","ordii","Rodent","Control"
5177,1,1,1982,2,"DO","F","37","61","Dipodomys","ordii","Rodent","Control"
5475,2,24,1982,2,"DO","F","38","59","Dipodomys","ordii","Rodent","Control"
5585,3,29,1982,2,"DO","F","35","63","Dipodomys","ordii","Rodent","Control"
5814,4,29,1982,2,"DO","M","36","40","Dipodomys","ordii","Rodent","Control"
5954,5,22,1982,2,"DO","M","35","41","Dipodomys","ordii","Rodent","Control"
6047,6,28,1982,2,"DO","M","35","42","Dipodomys","ordii","Rodent","Control"
6201,7,25,1982,2,"DO","M","","46","Dipodomys","ordii","Rodent","Control"
6508,8,16,1982,2,"DO","M","35","","Dipodomys","ordii","Rodent","Control"
6592,9,18,1982,2,"DO","M","34","47","Dipodomys","ordii","Rodent","Control"
6867,10,24,1982,2,"DO","M","39","","Dipodomys","ordii","Rodent","Control"
6905,10,24,1982,2,"DO","F","37","46","Dipodomys","ordii","Rodent","Control"
6912,10,24,1982,2,"DO","F","34","44","Dipodomys","ordii","Rodent","Control"
7116,11,22,1982,2,"DO","F","35","45","Dipodomys","ordii","Rodent","Control"
7119,11,22,1982,2,"DO","F","36","43","Dipodomys","ordii","Rodent","Control"
7263,1,13,1983,2,"DO","F","35","44","Dipodomys","ordii","Rodent","Control"
7281,1,13,1983,2,"DO","F","35","36","Dipodomys","ordii","Rodent","Control"
7407,2,27,1983,2,"DO","F","37","47","Dipodomys","ordii","Rodent","Control"
7414,2,27,1983,2,"DO","M","36","38","Dipodomys","ordii","Rodent","Control"
7566,3,15,1983,2,"DO","F","37","49","Dipodomys","ordii","Rodent","Control"
8522,10,16,1983,2,"DO","M","35","53","Dipodomys","ordii","Rodent","Control"
8887,2,5,1984,2,"DO","F","37","46","Dipodomys","ordii","Rodent","Control"
9152,5,13,1984,2,"DO","F","36","50","Dipodomys","ordii","Rodent","Control"
9164,5,13,1984,2,"DO","M","37","56","Dipodomys","ordii","Rodent","Control"
9514,8,26,1984,2,"DO","F","33","36","Dipodomys","ordii","Rodent","Control"
9590,9,30,1984,2,"DO","M","33","49","Dipodomys","ordii","Rodent","Control"
9682,10,21,1984,2,"DO","F","34","43","Dipodomys","ordii","Rodent","Control"
9694,10,21,1984,2,"DO","M","34","49","Dipodomys","ordii","Rodent","Control"
9754,12,31,1984,2,"DO","F","34","51","Dipodomys","ordii","Rodent","Control"
9785,12,31,1984,2,"DO","M","33","45","Dipodomys","ordii","Rodent","Control"
9907,1,20,1985,2,"DO","F","35","48","Dipodomys","ordii","Rodent","Control"
9913,1,20,1985,2,"DO","M","34","44","Dipodomys","ordii","Rodent","Control"
10094,3,17,1985,2,"DO","F","32","12","Dipodomys","ordii","Rodent","Control"
10102,3,17,1985,2,"DO","F","37","41","Dipodomys","ordii","Rodent","Control"
10123,3,17,1985,2,"DO","M","33","46","Dipodomys","ordii","Rodent","Control"
10308,4,21,1985,2,"DO","M","36","41","Dipodomys","ordii","Rodent","Control"
10357,4,21,1985,2,"DO","M","34","52","Dipodomys","ordii","Rodent","Control"
10445,5,24,1985,2,"DO","M","35","47","Dipodomys","ordii","Rodent","Control"
10515,6,16,1985,2,"DO","F","36","54","Dipodomys","ordii","Rodent","Control"
10528,6,16,1985,2,"DO","M","35","52","Dipodomys","ordii","Rodent","Control"
10599,7,24,1985,2,"DO","F","38","47","Dipodomys","ordii","Rodent","Control"
10615,7,24,1985,2,"DO","M","36","56","Dipodomys","ordii","Rodent","Control"
10695,8,20,1985,2,"DO","F","35","33","Dipodomys","ordii","Rodent","Control"
10706,8,20,1985,2,"DO","F","36","50","Dipodomys","ordii","Rodent","Control"
10951,10,13,1985,2,"DO","F","38","52","Dipodomys","ordii","Rodent","Control"
11209,12,8,1985,2,"DO","F","37","52","Dipodomys","ordii","Rodent","Control"
11308,3,9,1986,2,"DO","F","37","68","Dipodomys","ordii","Rodent","Control"
11622,6,5,1986,2,"DO","F","37","57","Dipodomys","ordii","Rodent","Control"
12051,11,16,1986,2,"DO","F","37","62","Dipodomys","ordii","Rodent","Control"
12063,11,16,1986,2,"DO","M","35","40","Dipodomys","ordii","Rodent","Control"
12066,11,16,1986,2,"DO","M","35","44","Dipodomys","ordii","Rodent","Control"
12146,12,15,1986,2,"DO","M","34","48","Dipodomys","ordii","Rodent","Control"
12275,2,1,1987,2,"DO","M","35","51","Dipodomys","ordii","Rodent","Control"
12433,3,2,1987,2,"DO","M","36","57","Dipodomys","ordii","Rodent","Control"
12446,3,2,1987,2,"DO","M","36","52","Dipodomys","ordii","Rodent","Control"
12543,4,6,1987,2,"DO","F","36","56","Dipodomys","ordii","Rodent","Control"
